"speciesName","FirstYrConverged","LastYrConverged","PropYrConverged","mean_means","median_means","mean_medians","median_medians"
"Bry_331",TRUE,TRUE,1,0.124625953277549,0.118373578976268,0.123310913640216,0.117599589171741
"Bry_332",FALSE,FALSE,0.297872340425532,0.132362031736509,0.13189163535237,0.123535682900522,0.123541926491086
"Bry_333",TRUE,TRUE,1,0.132906759255836,0.123961071919678,0.131588353830521,0.12310175335632
"Bry_334",FALSE,FALSE,0,0.33380564715979,0.326616257840295,0.224054369186632,0.20174602010124
"Bry_335",TRUE,TRUE,1,0.157812740333249,0.163785456382921,0.156831190481022,0.16337759518744
"Bry_336",FALSE,FALSE,0,0.0557771573597577,0.0603958789246983,0.0455079707238038,0.0486391313916807
"Bry_337",TRUE,TRUE,1,0.0528278866156704,0.051540499952717,0.0501016924813122,0.0487858557699362
"Bry_338",FALSE,FALSE,0,0.367582849407023,0.375800077256644,0.31410255409681,0.322426821216345
"Bry_339",FALSE,TRUE,0.74468085106383,0.03770024411273,0.0332469458522406,0.0265368207949027,0.0206147751448903
"Bry_34",FALSE,FALSE,0,0.0601126864474065,0.0610162476155179,0.0354792033802799,0.0347003154574132
"Bry_340",TRUE,TRUE,0.446808510638298,0.0981556939411281,0.102247015839431,0.0961466119936253,0.0997725772137041
"Bry_341",FALSE,TRUE,0.212765957446809,0.127007801122417,0.125300293216175,0.123042439245961,0.123028391167192
"Bry_342",FALSE,TRUE,0.0212765957446809,0.115103297510723,0.116749683918579,0.109595306068614,0.110630181204607
"Bry_343",FALSE,FALSE,0,0.138533498963696,0.136740619994066,0.124205307988518,0.124348910571491
"Bry_344",TRUE,TRUE,1,0.0658215536611797,0.0633108428589172,0.0640311430297335,0.0614775144890324
"Bry_345",TRUE,TRUE,0.404255319148936,0.119760473293125,0.128548817026813,0.112553207098338,0.121854596141149
"Bry_346",TRUE,TRUE,1,0.260024072357303,0.256532424572514,0.260031498914396,0.256547575379649
"Bry_347",TRUE,TRUE,0.638297872340426,0.0362242770057353,0.0363914390118492,0.0332861421946533,0.0322060010270706
"Bry_348",FALSE,TRUE,0.51063829787234,0.100772983034134,0.0915626372996041,0.0992137758582205,0.0901621304379723
"Bry_349",FALSE,FALSE,0,0.0630179446860627,0.0646131299359853,0.0707149067285615,0.0806984080404959
"Bry_35",TRUE,FALSE,0.319148936170213,0.0554016643014977,0.0464534018510794,0.0531626127553434,0.0431369672071015
"Bry_350",FALSE,FALSE,0,0.0675192676723222,0.0682223383368342,0.0363080400276591,0.0359474726725846
"Bry_351.8",TRUE,TRUE,1,0.190191966967501,0.195285004254222,0.188857688279376,0.194556525566723
"Bry_351",TRUE,TRUE,1,0.81838053673331,0.851425887948636,0.819277710225596,0.852028464529382
"Bry_352",FALSE,TRUE,0.191489361702128,0.129513857018513,0.129854295678266,0.128878635525718,0.128090382217005
"Bry_353",FALSE,FALSE,0,0.235563836752109,0.242816688682294,0.134878726057781,0.131538405106008
"Bry_354",FALSE,FALSE,0,0.0517647951210004,0.0565219385998463,0.0461104772132358,0.0501797373633629
"Bry_355",FALSE,FALSE,0,0.326689048371541,0.310683705741273,0.319189519508879,0.323453891864133
"Bry_356",TRUE,TRUE,1,0.0224666883279421,0.0222962579435994,0.0214748297450898,0.0212750348470398
"Bry_357",TRUE,TRUE,0.978723404255319,0.395910151861317,0.384296048268168,0.395069436531561,0.383097351624972
"Bry_358",FALSE,FALSE,0.404255319148936,0.145476841704216,0.14403056474674,0.133481722669073,0.129117452864793
"Bry_359",FALSE,FALSE,0,0.0356875619069719,0.0341367201058746,0.0252084969023986,0.0234025383317438
"Bry_36",FALSE,FALSE,0,0.0947465701699045,0.0939514977101114,0.127487875727573,0.126916587190962
"Bry_360",FALSE,TRUE,0.468085106382979,0.00942768515953018,0.00994107187110759,0.00786692411071759,0.00843665174968821
"Bry_361",TRUE,TRUE,1,0.0175592698540946,0.0151717908200475,0.0161365598128172,0.0140855403125229
"Bry_362",TRUE,TRUE,1,0.420508152488999,0.396269367968269,0.419580212188425,0.396155821289707
"Bry_363",TRUE,TRUE,1,0.253802737424292,0.250505073983299,0.252587578064393,0.248551096764727
"Bry_364",FALSE,FALSE,0,0.0615200297878153,0.0609965478977653,0.00620768991831823,0.00557552637370699
"Bry_365",FALSE,FALSE,0,0.0757310717968061,0.0754191771609117,0.0720401088257835,0.0712346856430196
"Bry_366",TRUE,TRUE,0.765957446808511,0.257810469889849,0.250269579815439,0.256627181159341,0.249211356466877
"Bry_367",FALSE,FALSE,0,0.0289450893183228,0.0254556818017654,0.0244280480818909,0.0217152079818062
"Bry_368",TRUE,TRUE,0.659574468085106,0.022553273578934,0.0222914742504989,0.0171089990431697,0.0165064925537378
"Bry_369",FALSE,FALSE,0,0.300214908567717,0.298677134971952,0.299695468870238,0.307094123688651
"Bry_37",FALSE,FALSE,0,0.360831485524551,0.360613392422802,0.359657351749844,0.371286039175409
"Bry_370",FALSE,FALSE,0,0.127546372626296,0.128173282444524,0.127892148216596,0.12566942997579
"Bry_372",FALSE,FALSE,0.0425531914893617,0.475182794878354,0.476061889807204,0.438028461407586,0.442227276061918
"Bry_373",TRUE,TRUE,1,0.06980602658202,0.0699537564349935,0.069152448189905,0.0688870955909324
"Bry_374",TRUE,TRUE,0.25531914893617,0.140447126377241,0.141865745521071,0.139282018303086,0.140855403125229
"Bry_375",FALSE,FALSE,0,0.0274414127268028,0.0269058745064588,0.0267600291575679,0.0264837502751082
"Bry_377",FALSE,FALSE,0,0.0850987592605421,0.0800907102668304,0.0700780604910272,0.0710145990756364
"Bry_378",FALSE,FALSE,0.25531914893617,0.225660629332358,0.221206582546597,0.189405563351372,0.185679700682268
"Bry_379",FALSE,FALSE,0,0.328710177283015,0.35086506963366,0.326316578137755,0.348470398356687
"Bry_38",FALSE,FALSE,0,0.141573987229662,0.132248005814447,0.0219352945491893,0.0209082239014012
"Bry_380",FALSE,FALSE,0,0.0980713503633161,0.0975442933479761,0.114696319559452,0.118039762306507
"Bry_3801",FALSE,FALSE,0.0212765957446809,0.249080996615045,0.223037100863633,0.221864429796287,0.175995891717409
"Bry_381",FALSE,FALSE,0,0.272860612474601,0.288608642244901,0.259750537339013,0.268432250018341
"Bry_382",TRUE,TRUE,1,0.585366555298891,0.574046077485747,0.585530166688259,0.574499303059203
"Bry_383",TRUE,TRUE,1,0.230099530618566,0.219461583749161,0.228285962691425,0.218252512654978
"Bry_384",FALSE,FALSE,0,0.0484472608707636,0.0525969550957003,0.021896272108164,0.0258234905729587
"Bry_386",FALSE,FALSE,0,0.157138793936273,0.153626983269085,0.124200625295595,0.124128824004108
"Bry_387",FALSE,FALSE,0,0.140101577139734,0.136881643560145,0.154758318413753,0.147971535470618
"Bry_388",FALSE,FALSE,0,0.124887702496159,0.122395417591792,0.0574332287011615,0.0545081065218986
"Bry_389",TRUE,TRUE,1,0.429847738331509,0.418975181943402,0.429368601295233,0.418164478028024
"Bry_39",FALSE,FALSE,0,0.0814511810952393,0.0835792551450875,0.0784023276105623,0.0823857383904336
"Bry_391",FALSE,FALSE,0,0.0549756074635493,0.0497614283473685,0.0456515733067773,0.0409361015332698
"Bry_392",TRUE,TRUE,0.872340425531915,0.0399126350463713,0.0396035935484092,0.0386790435443615,0.0384417871029272
"Bry_393",FALSE,FALSE,0,0.0578722241769815,0.0514760668349133,0.0106687353763402,0.00630914826498423
"Bry_394",TRUE,TRUE,1,0.0640183715807182,0.0586302779643381,0.0628183255626646,0.0578827672217739
"Bry_395",TRUE,TRUE,1,0.589047948229922,0.596643385268759,0.589316904365362,0.596581321986648
"Bry_396",FALSE,FALSE,0,0.230033511626262,0.224984445477047,0.228665260818191,0.226835888782921
"Bry_397",FALSE,FALSE,0,0.0569985169129269,0.0578884313491873,0.0108888219437234,0.0100506199104981
"Bry_398",FALSE,FALSE,0,0.215973530134517,0.213682251505908,0.200683048807708,0.191328589245103
"Bry_399",FALSE,FALSE,0,0.0887565275163854,0.0878254137496502,0.106958949952939,0.112244149365417
"Bry_4",TRUE,TRUE,1,0.618518691176266,0.619810290030544,0.618527542819325,0.619983860318392
"Bry_40",TRUE,TRUE,1,0.564828223238803,0.547958082434316,0.564489266487372,0.547355293081946
"Bry_400",FALSE,FALSE,0,0.187450359925083,0.159062601293509,0.155107959485341,0.107695693639498
"Bry_4001",FALSE,FALSE,0,0.509892871604844,0.510111681698578,0.515892279331998,0.509427041302912
"Bry_401",TRUE,TRUE,0.957446808510638,0.283648405205334,0.275330959110143,0.282778460236913,0.274741398283325
"Bry_402",TRUE,TRUE,0.978723404255319,0.0901892103495217,0.094288285845678,0.089121011711415,0.0930232558139535
"Bry_404",TRUE,TRUE,1,0.0747001642350147,0.0721546147718726,0.0723491665587046,0.0695473552930819
"Bry_405",FALSE,FALSE,0,0.242133813213993,0.265713791685823,0.255678155393604,0.277455799281051
"Bry_406",TRUE,FALSE,0.0851063829787234,0.202571400887835,0.202701702200152,0.193218836288373,0.189201085760399
"Bry_407",TRUE,TRUE,1,0.0599988127280847,0.0604812223574349,0.0584665429395137,0.0592032866260729
"Bry_408",FALSE,FALSE,0,0.469457099192984,0.459087732557277,0.429666732744667,0.415303352652043
"Bry_409",FALSE,FALSE,0,0.126939987854936,0.126153338685053,0.132712200132052,0.130878145403859
"Bry_41",TRUE,TRUE,1,0.268141764922367,0.280539432418776,0.267428592835168,0.280316924657032
"Bry_410",FALSE,FALSE,0,0.0405697734215549,0.0266361754655401,0.000766400741738559,0.000733621891277236
"Bry_411",TRUE,TRUE,0.319148936170213,0.287115345724162,0.283727000827146,0.28660109855976,0.283544860978652
"Bry_412",TRUE,TRUE,1,0.0293734051571477,0.0282818686094272,0.0274546286078198,0.0264837502751082
"Bry_413",FALSE,TRUE,0.297872340425532,0.0130459818591852,0.0133556969518388,0.0121952932692533,0.012471572151713
"Bry_414",TRUE,TRUE,1,0.363194807251873,0.305086616063851,0.362143861691982,0.304012911745286
"Bry_4142",FALSE,FALSE,0,0.457659066471536,0.464891460167952,0.458207746110633,0.467023695987088
"Bry_4143",TRUE,TRUE,1,0.758465919282931,0.78758523640494,0.758920920242813,0.788496808744773
"Bry_415",TRUE,TRUE,0.361702127659574,0.20731381832227,0.180659992490336,0.205930786676802,0.179297190228156
"Bry_4153",FALSE,FALSE,0,0.0574273833354081,0.0568725348802212,0.00502140771114653,0.00454845572591886
"Bry_416",TRUE,TRUE,0.659574468085106,0.0723437532926282,0.0583571305556937,0.0706103265866134,0.0572225075196244
"Bry_417",TRUE,TRUE,1,0.327238197107289,0.328824621879692,0.326325943523602,0.327855623211797
"Bry_418",TRUE,TRUE,1,0.206209053873419,0.140026195415375,0.204527539697529,0.135279876751522
"Bry_419",FALSE,FALSE,0,0.00605492285711588,0.00589987103765031,0.000588458410662804,0.000440173134766341
"Bry_42",TRUE,TRUE,1,0.200905452603273,0.191861750917224,0.200416135311095,0.191842124568997
"Bry_420",FALSE,TRUE,0.0851063829787234,0.0216387522524692,0.0245287605570769,0.00155933674337438,0.00102707064778813
"Bry_421",TRUE,TRUE,0.957446808510638,0.182184982929182,0.107456479636666,0.180032373017075,0.105641552343922
"Bry_422",TRUE,FALSE,0.106382978723404,0.0170990877568285,0.015964181701715,0.0143446493209315,0.0128383830973516
"Bry_423",FALSE,FALSE,0,0.0874785482316238,0.0855063497693031,0.086785908840456,0.0877411781967574
"Bry_424",FALSE,FALSE,0,0.4298306713309,0.40544151253215,0.373277744565345,0.374880786442667
"Bry_426",FALSE,FALSE,0,0.0285091989345097,0.020722804435091,0.00639811943052211,0.00410828259115252
"Bry_427",FALSE,FALSE,0,0.0316254223474035,0.0298549185855421,0.00543972827893865,0.00410828259115252
"Bry_428",TRUE,TRUE,0.297872340425532,0.0801213047347844,0.0525133285098739,0.0764590100474981,0.049886288606852
"Bry_429",TRUE,TRUE,1,0.0656744738309862,0.033873477583251,0.0615227805206218,0.0286112537598122
"Bry_43",FALSE,FALSE,0,0.119602565525831,0.1203969344187,0.123964929751802,0.123982099625853
"Bry_430",TRUE,TRUE,0.659574468085106,0.0895229176429584,0.0503113916409615,0.0858712228228209,0.0478321473112758
"Bry_432",FALSE,FALSE,0,0.0622609190087035,0.0623715808599421,0.0582339691910024,0.0580294916000293
"Bry_433",TRUE,TRUE,1,0.0211963592992755,0.0204225029648442,0.0201574321360728,0.0197344288753576
"Bry_434",TRUE,TRUE,0.808510638297872,0.217602083532691,0.23340493392014,0.215152569939921,0.229256841024136
"Bry_435",FALSE,FALSE,0,0.369295089179381,0.374160026229312,0.375292863419896,0.374660699875284
"Bry_436",TRUE,TRUE,0.808510638297872,0.474451536890765,0.468536707680012,0.460122967516159,0.461448169613381
"Bry_437",TRUE,TRUE,1,0.0249204984089379,0.0257004792255324,0.0243203461446609,0.0251632308708092
"Bry_438",TRUE,FALSE,0.0638297872340425,0.48330332949787,0.441022709856636,0.4550516110805,0.415743525786809
"Bry_439.4",FALSE,FALSE,0,0.121931596834349,0.115178937745583,0.143972515714337,0.140708678746974
"Bry_439",TRUE,TRUE,1,0.176109921854316,0.174577497365319,0.175708686551462,0.174381923556599
"Bry_44",FALSE,FALSE,0,0.0806472245224701,0.0651897190305928,0.0164674701127124,0.0132051940429902
"Bry_440",FALSE,FALSE,0,0.32315153963758,0.34333511115032,0.324978888859405,0.334971755557186
"Bry_441",FALSE,FALSE,0,0.0889465007325792,0.0860559608891709,0.123477929687805,0.12310175335632
"Bry_442",TRUE,TRUE,1,0.019540116398065,0.0170936395231483,0.018353034463059,0.0154794219059497
"Bry_4437",FALSE,FALSE,0,0.471150421959938,0.470681739144496,0.460318079721286,0.446042109896559
"Bry_4438",FALSE,FALSE,0,0.158908187632815,0.165920384863664,0.149637013253582,0.147311275768469
"Bry_4439",FALSE,FALSE,0,0.378176022757296,0.374576596387538,0.399736520478197,0.403271953635096
"Bry_444",FALSE,FALSE,0,0.0120162407167531,0.0120167838073515,0.00191678230316691,0.00176069253906537
"Bry_4440",FALSE,FALSE,0.0425531914893617,0.224402474805754,0.215180501250184,0.202039468857751,0.19785782407747
"Bry_4441",FALSE,FALSE,0,0.624427019534799,0.644203316964372,0.623475588341343,0.67192429022082
"Bry_4444",FALSE,FALSE,0,0.337636363155247,0.336705829632189,0.332438418685818,0.275108209228963
"Bry_4445",FALSE,FALSE,0,0.394913166621857,0.38475686025062,0.364087179255046,0.355293081945565
"Bry_4446",TRUE,TRUE,1,0.167364280589755,0.167594464677192,0.166262134028037,0.167192429022082
"Bry_445",FALSE,FALSE,0,0.140459223451038,0.0944306960957999,0.0923786050882141,0.0460714547722104
"Bry_4451",FALSE,FALSE,0,0.222865118323551,0.187236286536731,0.196438968121788,0.176069253906537
"Bry_4453",TRUE,TRUE,0.234042553191489,0.0848338564011539,0.0780878836177947,0.0833113506915557,0.0768102120167266
"Bry_4454",FALSE,FALSE,0,0.331893997445235,0.331702754311819,0.223500250524071,0.228523219132859
"Bry_4455",TRUE,TRUE,1,0.0605838087215381,0.0595231704228306,0.058607023727205,0.0570024209522412
"Bry_4456",FALSE,FALSE,0.0425531914893617,0.504309573056744,0.552251182861665,0.475135681027445,0.526373706991417
"Bry_4457",FALSE,FALSE,0,0.375404461122855,0.360899526237562,0.354916905614081,0.335338566502824
"Bry_4458",FALSE,FALSE,0,0.419371951227593,0.426808222602027,0.47652644082559,0.487565108942851
"Bry_446",TRUE,TRUE,0.851063829787234,0.0229859697345713,0.0208671663146067,0.0218915894152409,0.0201012398209963
"Bry_4460",FALSE,FALSE,0,0.382395170136674,0.376323730238184,0.384399140257579,0.38155674565329
"Bry_4461",FALSE,FALSE,0,0.477702420858562,0.473886175206913,0.46544250667674,0.463135499963319
"Bry_4462",FALSE,FALSE,0,0.484193464823235,0.491019691067485,0.495950251070386,0.492627099992664
"Bry_4464",FALSE,FALSE,0.148936170212766,0.533024793776593,0.515517504358462,0.561131775661547,0.555791944831634
"Bry_4466",FALSE,FALSE,0,0.497756047915872,0.504756051131487,0.561180163488419,0.562761352798767
"Bry_447",FALSE,FALSE,0,0.0697922359210137,0.0737686563022086,0.0110355463219788,0.0114445015039249
"Bry_449",TRUE,TRUE,0.340425531914894,0.335825585767782,0.263604065637288,0.331912396180796,0.258968527620864
"Bry_45",TRUE,TRUE,1,0.422904034519258,0.402415944037365,0.422097940083383,0.39960384417871
"Bry_451",FALSE,FALSE,0.0851063829787234,0.0470970333648277,0.0375688951772442,0.0402056014372746,0.0316191035140489
"Bry_453",FALSE,FALSE,0,0.228976095030276,0.227786911916927,0.247961077456424,0.248110923629961
"Bry_454",FALSE,FALSE,0,0.138575883914491,0.138172140154372,0.139065053530985,0.138141002127503
"Bry_456",FALSE,TRUE,0.234042553191489,0.209672468752361,0.198519353072421,0.208002097846429,0.197931186266598
"Bry_457",FALSE,FALSE,0,0.145481625553421,0.154331360067266,0.124815618966155,0.124789083706258
"Bry_458",TRUE,TRUE,0.957446808510638,0.33065907873533,0.313041105298997,0.32892171630061,0.31164257941457
"Bry_459",TRUE,TRUE,1,0.303619112365848,0.30095734978824,0.303196562279036,0.300418164478028
"Bry_46",FALSE,FALSE,0,0.18962377259552,0.201370874377438,0.0290248916346813,0.0316924657031766
"Bry_460",TRUE,TRUE,1,0.17912900229752,0.175463478414454,0.175913164142435,0.172914679774044
"Bry_461",FALSE,FALSE,0,0.0610929214240632,0.0585075013993953,0.0529675005502164,0.0498129264177243
"Bry_462",TRUE,TRUE,1,0.0106368202569168,0.0127444774409214,0.0100818378633184,0.0123248477734576
"Bry_463",TRUE,TRUE,1,0.30223718063885,0.302636888294508,0.301821411457301,0.30195877044971
"Bry_465",TRUE,TRUE,1,0.192982176325575,0.18176897287704,0.191348880914436,0.179590638984667
"Bry_466",TRUE,TRUE,1,0.0939418372851073,0.093560929711928,0.0923910922693422,0.0922162717335485
"Bry_467",TRUE,FALSE,0.297872340425532,0.296537154921286,0.298808642510499,0.283850796916291,0.284131758491673
"Bry_468",TRUE,TRUE,1,0.057188467337736,0.0497480017240958,0.0552479720037399,0.0479788716895312
"Bry_469",FALSE,FALSE,0,0.313041755477883,0.309915482781497,0.298339048820195,0.299024282884601
"Bry_47",TRUE,TRUE,0.957446808510638,0.38110682873325,0.335142082911981,0.379138915207357,0.331817181424694
"Bry_470",TRUE,TRUE,1,0.275435881747283,0.269413596777475,0.271610237615448,0.265644486831487
"Bry_471",FALSE,FALSE,0,0.125950398575915,0.114553623948705,0.156650126354664,0.144156701635977
"Bry_473",FALSE,FALSE,0,0.283237845728452,0.28490946079422,0.272431269774622,0.274154500770303
"Bry_474",FALSE,FALSE,0,0.0562160727535205,0.0536247594387492,0.00872073512035301,0.00821656518230504
"Bry_475",TRUE,TRUE,1,0.332010712750692,0.298762309654779,0.330830694115572,0.297630401291175
"Bry_479",TRUE,TRUE,1,0.235807103250467,0.227360884426789,0.233900511506157,0.2249284718656
"Bry_48",TRUE,TRUE,0.48936170212766,0.284415763653545,0.265463535569315,0.283596370600805,0.264690778372827
"Bry_480",TRUE,TRUE,0.851063829787234,0.0585521598688667,0.0558882606769957,0.0572599690630088,0.0542880199545154
"Bry_481",TRUE,TRUE,1,0.0496105017685332,0.0476636321837745,0.0478696088546601,0.045924730393955
"Bry_482",TRUE,TRUE,1,0.302333562594838,0.301277622443486,0.301854190307762,0.300491526667156
"Bry_483",TRUE,TRUE,1,0.454807882198023,0.46111409615028,0.454175947503891,0.45954075269606
"Bry_484",FALSE,FALSE,0,0.0765377908102849,0.0705125974412422,0.0543270423955408,0.0501063751742352
"Bry_485",TRUE,TRUE,1,0.333810228228114,0.334201823087451,0.333285986104889,0.333651236152887
"Bry_486",FALSE,FALSE,0,0.177116367235585,0.161894415543821,0.178249827911035,0.163891130511334
"Bry_487",FALSE,FALSE,0,0.118154654457293,0.119476352301065,0.123028391167192,0.123028391167192
"Bry_488",TRUE,TRUE,0.787234042553192,0.265611869081772,0.258745366870338,0.26486559890862,0.257794732594821
"Bry_489",TRUE,TRUE,1,0.135341055384476,0.135682587406272,0.134255927899016,0.135206514562395
"Bry_49",TRUE,TRUE,1,0.018431260271239,0.01737746953479,0.0170762201927084,0.0165064925537378
"Bry_491",FALSE,FALSE,0,0.128546379129177,0.138545979900609,0.078979859737738,0.0783508179884088
"Bry_492",FALSE,FALSE,0,0.320807253399642,0.337060358519162,0.313551557229532,0.338859951580955
"Bry_494",TRUE,TRUE,1,0.00742709362724859,0.00552049922914674,0.00623734697349752,0.00388819602376935
"Bry_496",TRUE,TRUE,1,0.0153354640271436,0.0154730460941333,0.0145803448647248,0.0149658865820556
"Bry_497",FALSE,FALSE,0,0.107438343782556,0.111157502662452,0.0985566379513531,0.10344068667009
"Bry_498",TRUE,TRUE,0.74468085106383,0.0288397180343361,0.0273016517409939,0.0268458785278238,0.0258234905729587
"Bry_499",TRUE,TRUE,1,0.0422310919329164,0.0445214134794743,0.0403242296579917,0.042990242828846
"Bry_5",TRUE,TRUE,1,0.0315222643254184,0.0286650629702395,0.0301393725503663,0.027877631868535
"Bry_50",FALSE,FALSE,0.659574468085106,0.019211086699618,0.0189614368963857,0.000218525669742155,0.000220086567383171
"Bry_500",TRUE,TRUE,1,0.07228366427519,0.0676451769599233,0.0698798264906182,0.0666862299171007
"Bry_501",TRUE,TRUE,0.893617021276596,0.241837561585481,0.238295570441792,0.23925439041484,0.236666422126036
"Bry_502",FALSE,FALSE,0,0.132232368270753,0.113991914193987,0.00204477590973017,0.00198077910644854
"Bry_503",TRUE,TRUE,0.361702127659574,0.130624221591574,0.123754228551753,0.127801616153418,0.121267698628127
"Bry_504",FALSE,FALSE,0,0.0499718991358847,0.0493414538431321,0.0132613863580668,0.0134986427995011
"Bry_505",FALSE,FALSE,0.212765957446809,0.0407712506672273,0.00425114039538353,0.0256158911867037,0.00183405472819309
"Bry_506",TRUE,TRUE,0.723404255319149,0.126202048088997,0.12536768312588,0.123830692554674,0.123468564301959
"Bry_507",TRUE,TRUE,1,0.574252692003194,0.596077647527059,0.574043520948027,0.596581321986648
"Bry_508",TRUE,TRUE,1,0.0297522049955586,0.0283926565938085,0.0289437249573485,0.0275841831120241
"Bry_509",TRUE,FALSE,0.0212765957446809,0.43052547434256,0.433381875345483,0.462284810748965,0.454918934781014
"Bry_51",TRUE,TRUE,1,0.213597535304566,0.202512702300969,0.2113689540581,0.200058689751302
"Bry_510",FALSE,FALSE,0,0.0688364312793826,0.0620141612136417,0.00332002928243975,0.0027877631868535
"Bry_511",FALSE,FALSE,0,0.112613508731297,0.112180640703642,0.123605923294368,0.123028391167192
"Bry_512",TRUE,TRUE,1,0.0261231925985669,0.0213515592627416,0.0237428140174852,0.0184139094710586
"Bry_513",FALSE,FALSE,0,0.0992215127527984,0.0994637061828111,0.110190008069841,0.110043283691585
"Bry_514",TRUE,TRUE,1,0.0820993816571979,0.0808955592940264,0.0800615618029616,0.0791578020688137
"Bry_515",TRUE,TRUE,0.702127659574468,0.0111232486630317,0.00728698796077245,0.00907818068014554,0.00579561294109016
"Bry_516",FALSE,FALSE,0,0.0319422695824137,0.0288290805457921,0.0149877391490298,0.0121047612060744
"Bry_517",FALSE,FALSE,0,0.2790890950044,0.261982943947685,0.303635174516161,0.307094123688651
"Bry_518",FALSE,FALSE,0,0.221884042251135,0.215556285288862,0.263826041079704,0.281930892817842
"Bry_519",TRUE,TRUE,1,0.191249626619555,0.173664178830765,0.190235960896392,0.172621231017534
"Bry_52",FALSE,FALSE,0,0.0967593577467905,0.0827365694532919,0.130753273592577,0.122588218032426
"Bry_520",TRUE,TRUE,0.957446808510638,0.0859320794103863,0.0882712730226878,0.0850189727108265,0.0875944538185019
"Bry_521",TRUE,TRUE,1,0.0810866004270881,0.0811234597159371,0.080301940039678,0.080404959283985
"Bry_522",FALSE,FALSE,0,0.065393753750618,0.0637802904345896,0.0265883304170562,0.0251632308708092
"Bry_523",TRUE,TRUE,1,0.165813575849177,0.15770607212581,0.164816742812457,0.157728706624606
"Bry_524.3",TRUE,TRUE,1,0.133958303635944,0.117538633769473,0.132551427675027,0.116132345389186
"Bry_524",TRUE,TRUE,0.957446808510638,0.16422307625818,0.165573633146456,0.163652313172259,0.165431736483017
"Bry_525",TRUE,TRUE,0.872340425531915,0.168861678935318,0.164365126997624,0.168141454787819,0.163304232998313
"Bry_527",TRUE,FALSE,0.425531914893617,0.0287202721336666,0.0313292792121263,0.0258469040375739,0.0268505612207468
"Bry_528",FALSE,FALSE,0,0.375672911164671,0.373661223506255,0.378344418308081,0.387792531729147
"Bry_529",TRUE,TRUE,0.404255319148936,0.181152146373276,0.179576427307466,0.178797702983032,0.177096324554325
"Bry_53",TRUE,TRUE,1,0.0662579022142673,0.0372942143455047,0.0640342648250156,0.0359474726725846
"Bry_530",TRUE,TRUE,0.872340425531915,0.0215247361650458,0.0193150266534246,0.0198889577418182,0.0177536497689091
"Bry_531.1",TRUE,FALSE,0.51063829787234,0.319104665466492,0.290947031758418,0.308264796919412,0.269899493800895
"Bry_531",TRUE,TRUE,0.680851063829787,0.187912011754451,0.182036999092764,0.186382104620725,0.178563568336879
"Bry_532",TRUE,TRUE,1,0.225440790348099,0.22686894175442,0.225012760338215,0.226982613161177
"Bry_533",TRUE,TRUE,1,0.586199263359562,0.607655248688246,0.585820493649488,0.607732374734062
"Bry_534",TRUE,TRUE,0.936170212765957,0.264146674962787,0.268093715688053,0.263741752607089,0.267111730614042
"Bry_535",FALSE,FALSE,0,0.00577333077212494,0.00584070585181913,0.00379142037002639,0.0037414716455139
"Bry_536",FALSE,FALSE,0.0212765957446809,0.283045770397284,0.254494021040282,0.279466235442678,0.260435771403419
"Bry_537",FALSE,FALSE,0,0.0148260021168953,0.0140760389588955,0.0113711393147971,0.0112977771256694
"Bry_538",TRUE,TRUE,0.127659574468085,0.0368402118355991,0.0338217447304117,0.035582222624587,0.0328662607292202
"Bry_539",TRUE,TRUE,1,0.0185415907107672,0.017104351473956,0.017037197751683,0.0156995084733328
"Bry_54",TRUE,TRUE,0.574468085106383,0.365425605975186,0.364259307597549,0.36364700612028,0.361015332697528
"Bry_540",TRUE,TRUE,0.978723404255319,0.0170318728412487,0.0177098628357444,0.0165673675617374,0.0173868388232705
"Bry_541",TRUE,TRUE,0.914893617021277,0.0558338585783555,0.0543319169419693,0.0549295488849728,0.0535543980632382
"Bry_542",FALSE,FALSE,0,0.187319510682902,0.162334830798024,0.124125702208826,0.115472085687037
"Bry_543",TRUE,FALSE,0.0212765957446809,0.0143773204586843,0.0146643525037707,0.00790438565410196,0.00806984080404959
"Bry_544",TRUE,TRUE,0.574468085106383,0.0126971286514235,0.012141101132342,0.0111947578813624,0.0107842418017754
"Bry_545",FALSE,FALSE,0,0.183712467619704,0.184748135146579,0.202245507346365,0.20820189274448
"Bry_546",TRUE,TRUE,1,0.0342795271758588,0.0314928785813803,0.033462523628088,0.0304453084880053
"Bry_547",FALSE,FALSE,0,0.0905738358844087,0.0921352057441824,0.0731358589697763,0.0688137334018047
"Bry_548",TRUE,TRUE,1,0.0183859836244841,0.0173646592155364,0.0174211785713728,0.0163597681754824
"Bry_549",FALSE,FALSE,0,0.278117394620785,0.260213072880907,0.233424437725647,0.193529454918935
"Bry_55",FALSE,FALSE,0,0.0392435970706897,0.0422302739407533,0.0290842057450399,0.031839190081432
"Bry_550",TRUE,TRUE,0.446808510638298,0.00260637342468421,0.000537908680457951,0.00100053538789087,0.000220086567383171
"Bry_551",FALSE,FALSE,0,0.129042094868451,0.129177395767601,0.153728125970683,0.155674565329029
"Bry_552",FALSE,FALSE,0,0.385079643860817,0.384256722202189,0.37569869680656,0.373486904849241
"Bry_554",TRUE,TRUE,1,0.0618979212490512,0.0570328399577541,0.0606705304086274,0.0561220746827085
"Bry_555.2",FALSE,FALSE,0,0.0325693434673902,0.0323561004035258,0.00572068985432142,0.00491526667155748
