species,mean_growth_rate,precision_growth_rate,mean_year_precision
Parmeliopsis ambigua_last10yrs,-1.777778838,0.091024613,2523.402681
Parmeliopsis hyperopta_last10yrs,-2.726346598,0.047919448,3345.007606
Parmotrema arnoldii_last10yrs,0.811316324,0.057427417,72.69300211
Parmotrema crinitum_last10yrs,-3.631918413,0.139664884,6900.882027
Parmotrema perlatum_last10yrs,-0.175427295,0.460889232,886.9999106
Parmotrema pseudoreticulatum_last10yrs,0.348742722,0.087811542,8.817212601
Parmotrema reticulatum_last10yrs,-0.21567812,0.057969558,3124.928763
Parmotrema robustum_last10yrs,1.515537902,0.025090902,542.5463823
Peltigera britannica_last10yrs,4.209004978,0.033222614,19074.17547
Peltigera canina_last10yrs,2.743315588,0.08128281,4617.408155
Peltigera collina_last10yrs,-0.603417688,0.153693992,4917.407567
Peltigera degenii_last10yrs,12.67954665,0.005396425,20.34796843
Peltigera didactyla_last10yrs,4.143529977,0.059717696,1932.005884
Peltigera elisabethae_last10yrs,-1.772808497,0.013355997,15.30673354
Peltigera horizontalis_last10yrs,0.358123659,0.191796309,4118.962284
Peltigera hymenina_last10yrs,0.551535269,0.345740412,661.3938841
Peltigera lepidophora_last10yrs,0.530406078,0.017106394,64.52884549
Peltigera leucophlebia_last10yrs,4.313415333,0.062927231,8684.029576
Peltigera malacea_last10yrs,4.593529223,0.029611962,230259.0867
Peltigera membranacea_last10yrs,2.690121867,0.32243708,718.4780652
Peltigera neckeri_last10yrs,8.683623543,0.025817887,3980.553581
Peltigera polydactylon_last10yrs,-0.490195584,0.064420223,43.44690723
Peltigera ponojensis_last10yrs,-0.172782888,0.009118948,51.25177309
Peltigera praetextata_last10yrs,-0.37195883,0.351792389,2035.382716
Peltigera rufescens_last10yrs,-0.97253968,0.219305094,4934.741341
Peltigera scabrosa_last10yrs,-3.987434582,0.011625254,8.038743897
Peltigera scabrosella_last10yrs,-0.727853006,0.048323944,14.64153754
Peltigera venosa_last10yrs,3.743725516,0.011482443,84.49538008
Perigrapha superveniens_last10yrs,-0.743964847,0.024831849,35.31508168
Pertusaria albescens var. albescens_last10yrs,-2.735571048,0.093284957,1133.839431
Pertusaria albescens var. corallina_last10yrs,1.044053127,0.100555857,1007.049902
Pertusaria albescens_last10yrs,-7.009553238,0.007376625,10.29872618
Pertusaria amara f. amara_last10yrs,-6.650353203,0.260620272,1891.610549
Pertusaria amara f. pulvinata_last10yrs,8.458861697,0.003653828,12.4240725
Pertusaria amara_last10yrs,3.236616655,0.050413791,1023.211642
Pertusaria amarescens_last10yrs,-0.946681192,0.00989133,13.38952308
Pertusaria aspergilla_last10yrs,-2.359607346,0.124675956,2384.243039
Pertusaria borealis_last10yrs,-18.31763539,0.00258868,49.28570986
Pertusaria bryontha_last10yrs,-1.058405864,0.026218141,26.1647278
Pertusaria chiodectonoides_last10yrs,0.138158188,0.065222941,15.00904767
Pertusaria coccodes_last10yrs,-2.239105567,0.090726144,1238.271109
Pertusaria corallina_last10yrs,-3.526846679,0.158927381,1569.299963
Pertusaria coronata_last10yrs,4.445352278,0.071608604,255.8307558
Pertusaria dactylina_last10yrs,-7.302420687,0.005991574,77.8505646
Pertusaria excludens_last10yrs,1.571099871,0.029367545,7542.104654
Pertusaria flavicans_last10yrs,1.139325316,0.032006723,3410.95025
Pertusaria flavida_last10yrs,-0.511306111,0.052305177,10076.13802
Pertusaria flavocorallina_last10yrs,-0.424755647,0.068208225,20.31944181
Pertusaria geminipara_last10yrs,1.222263303,0.00929129,21.98753544
Pertusaria glomerata_last10yrs,1.44000039,0.061206388,13.14406213
Pertusaria hutchinsiae_last10yrs,-0.434487932,0.220042944,27.56303039
Pertusaria hymenea_last10yrs,-1.592234117,0.293056167,2177.784852
Pertusaria lactescens_last10yrs,-0.988903536,0.035261275,1369.316653
Pertusaria leioplaca_last10yrs,-1.483028892,0.210309665,1041.076705
Pertusaria melanochlora_last10yrs,-2.872454388,0.010186935,13.10762145
Pertusaria monogona_last10yrs,1.08829489,0.013085413,9.733917748
Pertusaria multipuncta_last10yrs,-3.23633079,0.196496819,3895.237767
Pertusaria oculata_last10yrs,0.776466606,0.021528569,225.9617789
Pertusaria ophthalmiza_last10yrs,-0.839382152,0.018597267,24168.77386
Pertusaria pertusa_last10yrs,-2.092530465,0.474095451,1507.273702
Pertusaria pluripuncta_last10yrs,0.559767475,0.006211771,12.60925815
Pertusaria pseudocorallina_last10yrs,-3.210120198,0.178532122,4658.283177
Pertusaria pupillaris_last10yrs,-3.325779287,0.080386028,2294.178015
Pertusaria pustulata_last10yrs,0.565162367,0.006901304,7.321203542
Petractis clausa_last10yrs,0.029159278,0.039786775,10607.37285
Petractis nodispora_last10yrs,0.201442873,0.180425039,10.8570638
Pezizella epithallina_last10yrs,0.714826662,0.05803676,160.2089856
Phacopsis huuskonenii_last10yrs,-1.058247337,0.021014559,108.0033726
Phaeocalicium populneum_last10yrs,1.361225657,0.106823711,218.9426719
Phaeocalicium praecedens_last10yrs,0.038315448,0.220797447,204.6008405
Phaeographis dendritica_last10yrs,4.759512984,0.08475366,5681.516981
Phaeographis inusta_last10yrs,6.657961194,0.021749294,1956.027825
Phaeographis lyellii_last10yrs,0.461972358,0.071781146,13.71880524
Phaeographis smithii_last10yrs,3.038105841,0.05876904,92.06923015
Phaeophyscia endococcina_last10yrs,1.238826594,0.004994098,8.535038401
Phaeophyscia endophoenicea_last10yrs,-1.087369598,0.057575951,238.5228939
Phaeophyscia nigricans_last10yrs,-6.608771774,0.05245076,3790.536688
Phaeophyscia orbicularis_last10yrs,-1.320051762,0.57820048,838.8646425
Phaeophyscia sciastra_last10yrs,-0.812565534,0.055130458,15.03249699
Phaeopyxis punctum_last10yrs,-4.237836485,0.018636771,9.215389856
Phaeopyxis varia_last10yrs,-2.961774962,0.024991074,23.13475413
Phaeospora parasitica_last10yrs,0.948213121,0.026973056,43.82868331
Phaeospora rimosicola_last10yrs,0.85510795,0.051317537,95.81198391
Phaeosporobolus alpinus_last10yrs,0.793983993,0.047735231,38.63428235
Phaeosporobolus usneae_last10yrs,0.231425846,0.073795597,658.4807845
Phlyctis agelaea_last10yrs,-0.429177295,0.037545677,51.40560311
Phlyctis argena_last10yrs,-1.609026627,0.495545736,796.1168604
Phoma lobariicola_last10yrs,-1.124887868,0.022767538,61.18482947
Phoma physciicola_last10yrs,-1.009382105,0.05397874,28.33445317
Phylloblastia fortuita_last10yrs,31.69127093,0.000634869,8.069489908
Phylloblastia inexpectata_last10yrs,3.925787517,0.009354911,36.36041893
Phyllopsora rosei_last10yrs,1.936310216,0.041339328,16928.04211
Physcia adscendens nom. cons._last10yrs,-1.007048255,0.785705864,1075.531857
Physcia aipolia_last10yrs,-1.120814813,0.144326554,222.6483198
Physcia caesia_last10yrs,-2.773878522,0.223898319,1232.749256
Physcia clementei_last10yrs,-6.433473787,0.026616939,136724.217
Physcia dubia_last10yrs,-3.650236792,0.106288448,1899.754499
Physcia leptalea_last10yrs,2.230995398,0.03805184,104.3986481
Physcia stellaris_last10yrs,2.773464023,0.021469811,9.610688986
Physcia tenella_last10yrs,-0.260334962,1.543561419,688.5432591
Physcia tribacia_last10yrs,-1.888017139,0.027938719,5964.430271
Physcia tribacioides_last10yrs,-1.678451193,0.029240618,31.06718858
Physconia distorta_last10yrs,-1.500536588,0.181795027,1103.685843
Physconia enteroxantha_last10yrs,-0.27273692,0.060957582,4462.258157
Physconia grisea_last10yrs,0.119427296,0.206201304,1288.552238
Physconia perisidiosa_last10yrs,1.262786252,0.058221185,45.52499037
Piccolia ochrophora_last10yrs,0.005702922,0.037713533,673.3917264
Pilophorus strumaticus_last10yrs,-0.87810404,0.090989265,99.50878827
Placidiopsis custnani_last10yrs,-3.847873256,0.014636218,135529.2383
Placidiopsis pseudocinerea_last10yrs,1.433054576,0.009977798,15.68074935
Placidium boccanum_last10yrs,0.396872064,0.136221373,33.95075695
Placidium lachneum_last10yrs,0.659274296,0.08608161,77.9867437
Placidium pilosellum_last10yrs,-0.872011189,0.021974019,52.34480966
Placidium rufescens_last10yrs,-1.047534143,0.031782959,22.44639264
Placidium squamulosum_last10yrs,-3.830094181,0.047975124,8982.52248
Placopsis gelida_last10yrs,-7.035553147,0.002087688,23.80932658
Placopsis lambii_last10yrs,-0.271197146,0.049800143,4592.130196
Placopyrenium canellum_last10yrs,-4.602290611,0.01229853,891.417996
Placopyrenium cinereoatratum_last10yrs,-2.899678704,0.006517421,9.624637854
Placopyrenium formosum_last10yrs,-0.149472234,0.028786784,103.8640645
Placopyrenium fuscellum_last10yrs,1.961171049,0.151837524,993.9273076
Placynthiella dasaea_last10yrs,5.454571697,0.022435881,519.7776238
Placynthiella hyporhoda_last10yrs,-0.177305886,0.008058818,59.95461045
Placynthiella icmalea_last10yrs,-2.947385009,0.237747363,305.2793769
Placynthiella oligotropha_last10yrs,0.049542047,0.090686126,26.43080512
Placynthiella uliginosa_last10yrs,-2.060038803,0.060871992,2291.437771
Placynthium asperellum_last10yrs,-1.301506834,0.008256365,31.96493966
Placynthium flabellosum_last10yrs,-0.290035172,0.053260817,174.5383841
Placynthium garovaglioi_last10yrs,0.266892632,0.039482471,11.17367589
Placynthium lismorense_last10yrs,0.172855627,0.075934199,16.93243095
Placynthium nigrum_last10yrs,-2.886193881,0.21779821,2674.987032
Placynthium pannariellum_last10yrs,1.135126343,0.012974951,22.17044476
Placynthium subradiatum_last10yrs,-1.485531156,0.026006855,22.4708759
Placynthium tantaleum_last10yrs,-0.527888438,0.013112365,15.91923644
Placynthium tremniacum_last10yrs,0.854336933,0.009284867,9.035852779
Platismatia glauca_last10yrs,-1.427180518,0.705171858,1619.660306
Platismatia norvegica_last10yrs,0.098781652,0.040993947,13873.22291
Plectocarpon lichenum_last10yrs,-1.169299226,0.044641232,92.9049811
Plectocarpon scrobiculatae_last10yrs,-0.627454306,0.059129116,1702.618582
Pleopsidium chlorophanum_last10yrs,-1.062048432,0.036066748,29.61831243
Pleurosticta acetabulum_last10yrs,-3.499547589,0.015642977,2231.485139
Polyblastia agraria_last10yrs,-3.097052043,0.010598914,11.09217445
Polyblastia albida_last10yrs,0.946339199,0.108299222,24.83766064
Polyblastia cruenta_last10yrs,-0.342639496,0.314686199,373.1756627
Polyblastia cupularis_last10yrs,-1.033409231,0.03120933,51.034204
Polyblastia dermatodes_last10yrs,-1.18689506,0.035538792,16.38261019
Polyblastia efflorescens_last10yrs,0.977568125,0.006628587,18.27503906
Polyblastia helvetica_last10yrs,0.614407088,0.060372251,15.92562737
Polyblastia inumbrata_last10yrs,0.50390892,0.013470583,65.70599058
Polyblastia melaspora_last10yrs,1.593935804,0.007817898,99.66287572
Polyblastia philaea_last10yrs,-6.023416599,0.023054037,19.28336463
Polyblastia quartzina_last10yrs,-0.465004255,0.053725336,21.06336703
Polyblastia sendtneri_last10yrs,-1.28639044,0.022007215,25.83198362
Polyblastia terrestris_last10yrs,-0.100694977,0.081810067,10.60772993
Polyblastia theleodes_last10yrs,-0.491753242,0.302175437,981.4091195
Polyblastia verrucosa_last10yrs,-0.120977004,0.017871455,10.48123983
Polychidium muscicola_last10yrs,-0.402135166,0.280927919,1189.668958
Polycoccum arnoldii_last10yrs,-0.386098073,0.259388643,101.1540732
Polycoccum crassum_last10yrs,0.089747003,0.01925272,11.55706064
Polycoccum marmoratum_last10yrs,0.194847307,0.049546648,15.77555119
Polycoccum microcarpum_last10yrs,0.942767436,0.00789489,6.863373933
Polycoccum microsticticum_last10yrs,1.319643687,0.032581182,23.37115465
Polycoccum microstictum_last10yrs,-0.425229438,0.014817141,42.2502333
Polycoccum minutulum_last10yrs,0.694146587,0.018365464,13.00942896
Polycoccum peltigerae_last10yrs,0.225788568,0.139485216,302.2839794
Polycoccum pulvinatum_last10yrs,-1.403551502,0.022544797,29.75049998
Polycoccum squamarioides_last10yrs,0.300361584,0.074364501,54.41241024
Polycoccum trypethelioides_last10yrs,0.711496884,0.062202577,17.46600835
Polysporina cyclocarpa_last10yrs,-10.17116694,0.003130755,116.8263017
Polysporina lapponica_last10yrs,-1.722191078,0.017664699,48.99496464
Polysporina simplex_last10yrs,-0.215513527,0.103875232,397.8780485
Polysporina subfuscescens_last10yrs,0.526127142,0.019904463,13.32776141
Porina aenea_last10yrs,1.918510848,0.175218522,474.1804882
Porina ahlesiana_last10yrs,6.116276925,0.005910099,7.19177759
Porina borreri var. borreri_last10yrs,1.352508026,0.021549363,154.1493666
Porina borreri_last10yrs,8.550152858,0.014157152,27.5727499
Porina byssophila_last10yrs,37.26548979,0.000906604,8.631711255
Porina chlorotica f. chlorotica_last10yrs,-3.519529322,0.148641141,811.2649244
Porina chlorotica f. tenuifera_last10yrs,-3.171871875,0.011675755,21.66786737
Porina coralloidea_last10yrs,6.730362489,0.037253233,2887.972056
Porina curnowii_last10yrs,-0.769067218,0.070795188,25.83840651
Porina ginzbergeri_last10yrs,-2.214260011,0.018926168,15.5040121
Porina grandis_last10yrs,-0.944371959,0.012711081,7.948754806
Porina guentheri var. guentheri_last10yrs,0.432526709,0.038499776,27.63773356
Porina guentheri var. lucens_last10yrs,0.115352483,0.072241059,26.31887291
Porina hibernica_last10yrs,6.310723423,0.010977268,36.54258548
Porina interjungens_last10yrs,-0.142643014,0.186294153,14.37597818
Porina lectissima_last10yrs,0.143134434,0.127150939,1523.009346
Porina leptalea_last10yrs,1.425931631,0.066272446,18.60677931
Porina leptospora_last10yrs,0.710995,0.06999441,25.76079714
Porina linearis_last10yrs,0.385868447,0.058371954,175.3801751
Porina mammillosa_last10yrs,2.436822347,0.010778131,12.88081389
Porina rosei_last10yrs,2.200337022,0.039349025,25.31087268
Porina sudetica_last10yrs,-1.02478494,0.031826036,11.18139055
Porocyphus coccodes_last10yrs,-0.584988029,0.020386433,20.72528067
Porocyphus kenmorensis_last10yrs,0.257833655,0.011064355,14.13322648
Porocyphus leptogiella_last10yrs,2.193476932,0.029850288,22.8364603
Porpidia cinereoatra_last10yrs,-0.025217498,0.098338589,539.8543753
Porpidia contraponenda_last10yrs,0.620682282,0.020437297,44.94672785
Porpidia crustulata_last10yrs,3.092065152,0.101706772,546.596124
Porpidia flavicunda_last10yrs,-1.540024343,0.011098871,25.64920802
Porpidia flavocruenta_last10yrs,-2.297837781,0.019896232,38.0624938
Porpidia hydrophila_last10yrs,0.622621491,0.272903273,19.26680009
Porpidia islandica_last10yrs,-0.606478497,0.14890372,45.65938923
Porpidia macrocarpa f. macrocarpa_last10yrs,-3.468853687,0.13635648,1723.621096
Porpidia macrocarpa f. nigrocruenta_last10yrs,1.092620236,0.068908666,14.93388023
Porpidia macrocarpa_last10yrs,-3.944243368,0.006850809,77.58286944
Porpidia melinodes_last10yrs,-0.861281774,0.016165984,125.7819258
Porpidia nadvornikiana_last10yrs,0.08986559,0.105182237,16.72001442
Porpidia ochrolemma_last10yrs,-2.446596409,0.009210802,6.861031768
Porpidia platycarpoides_last10yrs,-1.520819335,0.074791157,98.34404456
Porpidia rugosa_last10yrs,0.426258964,0.029186091,91.72870535
Porpidia soredizodes_last10yrs,2.550791719,0.169714739,294.6800749
Porpidia speirea_last10yrs,-2.591221629,0.037075073,54.89210583
Porpidia striata_last10yrs,-1.620712091,0.048896415,91.91960519
Porpidia superba f. sorediata_last10yrs,3.602730274,0.0122904,19.16961512
Porpidia superba f. superba_last10yrs,0.751273173,0.198923972,71.55300189
Porpidia superba_last10yrs,-0.052775358,0.185413136,23.75242028
Porpidia tuberculosa_last10yrs,-0.174434574,0.525357768,583.874792
Pronectria anisospora_last10yrs,-2.354036659,0.028969227,92.98426431
Pronectria echinulata_last10yrs,3.287715264,0.019359422,57.25972261
Pronectria fissuriprodiens_last10yrs,-6.727228404,0.007622146,87.1808328
Pronectria leptaleae_last10yrs,-2.054115642,0.007173072,10.92265077
Pronectria oligospora_last10yrs,1.280535243,0.00654906,16.63791209
Pronectria pertusariicola_last10yrs,0.022817567,0.010454168,244.228993
Pronectria robergei_last10yrs,-5.901307332,0.006933813,28.22351765
Pronectria santessonii_last10yrs,0.174902119,0.033534513,47.48860991
Pronectria tenuispora_last10yrs,-0.050166848,0.029778358,11.20985826
Protoblastenia calva_last10yrs,-5.158308626,0.04119052,3879.66029
Protoblastenia cyclospora_last10yrs,-0.328749475,0.04601528,18.6241594
Protoblastenia incrustans_last10yrs,-3.239033098,0.038808712,8049.124769
Protoblastenia lilacina_last10yrs,24.63310315,0.001773862,22.00659337
Protoblastenia rupestris_last10yrs,0.13498264,0.501280336,955.0010941
Protoblastenia siebenhaariana_last10yrs,0.16191182,0.305253376,476.0797004
Protomicarea limosa_last10yrs,-0.094699162,0.061185278,16.55322039
Protopannaria pezizoides_last10yrs,6.196258084,0.07653397,9586.499457
Protoparmelia atriseda_last10yrs,-0.636791165,0.1778644,481.212103
Protoparmelia badia_last10yrs,-0.882358081,0.104926186,1546.474002
Protoparmelia memnonia_last10yrs,3.489694558,0.007890253,15.50761052
Protoparmelia montagnei_last10yrs,1.969458435,0.00793622,14.22480312
Protoparmelia nephaea_last10yrs,0.417970742,0.05380443,8.134641986
Protoparmelia ochrococca_last10yrs,-4.956781032,0.046627484,23517.31268
Protoparmelia oleagina_last10yrs,11.39754239,0.013968351,197.1839375
Protothelenella corrosa_last10yrs,-5.104804037,0.004814333,32.37537431
Protothelenella sphinctrinoidella_last10yrs,-0.347053996,0.049683953,8.963379842
Protothelenella sphinctrinoides_last10yrs,-0.541418338,0.07587871,29.95411173
Protounguicularia nephromatis_last10yrs,-0.733042123,0.049014384,7.901851397
Psammina inflata_last10yrs,-4.141845156,0.019406034,19.19521708
Psammina simplex_last10yrs,-5.626254156,0.003729354,8.962555371
Psammina stipitata_last10yrs,-27.29066628,0.002936438,180.4065013
Pseudephebe minuscula_last10yrs,2.417272198,0.022763006,16.83064991
Pseudephebe pubescens_last10yrs,-0.376138111,0.029506065,116.3263673
Pseudevernia furfuracea s. lat._last10yrs,5.483115384,0.068699891,1112.448392
Pseudevernia furfuracea var. ceratea_last10yrs,2.989867161,0.134434944,1146.420734
Pseudevernia furfuracea var. furfuracea_last10yrs,1.857042875,0.056657827,470.5334636
Pseudocyphellaria aurata_last10yrs,-0.529238923,0.037055369,21.24872119
Pseudocyphellaria crocata_last10yrs,-3.659419885,0.054629388,72417.51557
Pseudocyphellaria intricata_last10yrs,-6.074624298,0.037593949,34902.67634
Pseudocyphellaria lacerata_last10yrs,0.714470345,0.0557469,22.55067168
Pseudocyphellaria norvegica_last10yrs,-2.804997013,0.045673633,20819.05719
Pseudocyphellaria thouarsii_last10yrs,0.315963846,0.051526326,13.96325711
Pseudoseptoria usneae_last10yrs,1.063172035,0.026955219,12.38491333
Psilolechia clavulifera_last10yrs,0.194536755,0.053177515,16.87671262
Psilolechia leprosa_last10yrs,-0.649172416,0.063207907,4416.049971
Psilolechia lucida_last10yrs,-1.673191384,0.309967713,1095.529579
Psora decipiens_last10yrs,-1.546105141,0.034457435,40.29419025
Psora globifera_last10yrs,0.293873264,0.039797785,26.15955082
Psora rubiformis_last10yrs,0.120450405,0.007352223,8.14973269
Psoroglaena abscondita_last10yrs,2.554925391,0.004142889,10.59050603
Psoroglaena stigonemoides_last10yrs,0.146387831,0.072088193,20.68221367
Psoroma hypnorum_last10yrs,4.224431476,0.043776256,726.353479
Psorotichia schaereri_last10yrs,-1.723366128,0.067476931,41.31088738
Pterygiopsis concordatula_last10yrs,1.494042819,0.041791203,29.61018837
Pterygiopsis lacustris_last10yrs,-1.299532955,0.034156454,45.2294697
Ptychographa xylographoides_last10yrs,-2.615773473,0.029091126,45.09923237
Punctelia borreri_last10yrs,-6.961422042,0.017025736,771.0506516
Punctelia jeckeri_last10yrs,4.887327309,0.118013345,392.1350606
Punctelia reddenda_last10yrs,2.310589446,0.124845612,8789.966797
Punctelia subrudecta s. lat._last10yrs,-16.05670534,0.065868902,2212.967849
Punctelia subrudecta s. str._last10yrs,5.618836942,0.21269212,364.0366843
Pycnora leucococca_last10yrs,0.14651311,0.074131409,30.24569981
Pycnora sorophora_last10yrs,1.223394762,0.064006427,27.23259016
Pycnora xanthococca_last10yrs,0.302396885,0.003620718,90.32502452
Pycnothelia papillaria_last10yrs,7.497161409,0.018382821,8082.060427
Pyrenidium actinellum_last10yrs,-2.327991014,0.021010315,277.4364561
Pyrenidium hetairizans_last10yrs,-4.037154459,0.008612549,25.02488705
Pyrenocarpon thelostomum_last10yrs,-1.007025777,0.050643296,25.6821666
Pyrenopsis furfurea_last10yrs,-0.754388925,0.086196615,57.30302274
Pyrenopsis grumulifera_last10yrs,2.997905873,0.022421232,16.43707613
Pyrenopsis impolita_last10yrs,0.092616178,0.050156919,110.5342521
Pyrenopsis subareolata_last10yrs,0.502255974,0.010089782,98.90319688
Pyrenula acutispora_last10yrs,1.055343036,0.005554724,130.9261553
Pyrenula chlorospila_last10yrs,0.053781492,0.119064278,6015.233346
Pyrenula coryli_last10yrs,1.706233582,0.042994703,36.87990886
Pyrenula dermatodes_last10yrs,0.677762002,0.058788348,153.0591106
Pyrenula hibernica_last10yrs,-1.260228887,0.015024323,20.58523213
Pyrenula laevigata_last10yrs,-6.34645323,0.031841588,20504.35196
Pyrenula macrospora_last10yrs,-3.65048613,0.14783046,8371.071944
Pyrenula nitida_last10yrs,0.305857962,0.101298979,41.13764753
Pyrenula occidentalis_last10yrs,-6.136685695,0.064913227,15242.81284
Pyrrhospora quernea_last10yrs,1.747372184,0.199224802,739.8967957
Pyrrhospora rubiginans_last10yrs,0.173260268,0.017890234,40.90853524
Raciborskiomyces peltigericola_last10yrs,-2.058460365,0.010210985,24.23505497
Racodium rupestre_last10yrs,-3.311331844,0.024839517,17891.93516
Ramalina calicaris_last10yrs,-1.911831147,0.065429785,2398.929444
Ramalina canariensis_last10yrs,-2.162548326,0.186982141,2066.695011
Ramalina capitata_last10yrs,0.943449599,0.008128502,16.76695231
Ramalina cuspidata_last10yrs,-0.054632363,0.04885028,377.6818921
Ramalina farinacea_last10yrs,0.447156654,1.22857732,497.7049152
Ramalina fastigiata_last10yrs,5.032027951,0.249420024,609.4913358
Ramalina fraxinea_last10yrs,6.09040638,0.088469351,2425.378497
Ramalina lacera_last10yrs,-6.646644556,0.026288638,6353.600547
Ramalina pollinaria_last10yrs,-7.25783342,0.010630289,591.7088168
Ramalina polymorpha_last10yrs,-1.295520495,0.006712155,13096.90388
Ramalina portuensis_last10yrs,-0.826929762,0.029449449,25.74241947
Ramalina siliquosa_last10yrs,-1.839529899,0.174695517,10444.39406
Ramalina subfarinacea_last10yrs,-2.29492101,0.098949575,7750.118152
Ramboldia insidiosa_last10yrs,0.251737109,0.020570993,22.19588147
Ramonia chrysophaea_last10yrs,9.134154958,0.008743326,211.6188037
Ramonia dictyospora_last10yrs,0.803176834,0.075600923,68.79616308
Ramonia interjecta_last10yrs,-13.89372894,0.007446642,13.9340623
Ramonia nigra_last10yrs,3.059922456,0.014486054,18.09397072
Refractohilum galligenum_last10yrs,-1.201198884,0.002662909,92.3628895
Refractohilum pluriseptatum_last10yrs,2.726415616,0.00303586,9.884596121
Reichlingia leopoldii_last10yrs,-0.357773214,0.075215731,23.77527698
Rhagadostoma lichenicola_last10yrs,-0.256351833,0.024479827,10.16620246
Rhaphidicyrtis trichosporella_last10yrs,-1.715949007,0.019453222,22.25468643
Rhexophiale rhexoblephara_last10yrs,-4.570727622,0.00277072,55.61478683
Rhizocarpon alpicola_last10yrs,-0.346869074,0.018315722,18.00326025
Rhizocarpon amphibium_last10yrs,-3.539531968,0.018530743,61.97077836
Rhizocarpon anaperum_last10yrs,-0.057713113,0.166968451,21.15823635
Rhizocarpon badioatrum_last10yrs,-0.943723609,0.049164556,85.48020717
Rhizocarpon caeruleoalbum_last10yrs,0.449846383,0.013867271,35.64082279
Rhizocarpon caesium_last10yrs,-0.553934302,0.049301684,22.23198822
Rhizocarpon chioneum_last10yrs,0.212092872,0.119820211,18.3844238
Rhizocarpon cinereonigrum_last10yrs,-1.180062816,0.037050979,32.78569976
Rhizocarpon cinereovirens_last10yrs,-0.772166118,0.01332841,53.40905281
Rhizocarpon copelandii_last10yrs,-0.986958479,0.005425902,13.51459819
Rhizocarpon distinctum_last10yrs,-2.295426699,0.028622245,8965.74673
Rhizocarpon eupetraeoides_last10yrs,0.852771557,0.046613966,42.14608198
Rhizocarpon expallescens_last10yrs,-1.136285843,0.117258031,41.86291864
Rhizocarpon furfurosum_last10yrs,-2.534017184,0.011775582,254.6775007
Rhizocarpon geminatum_last10yrs,0.331888575,0.006735766,49.34665598
Rhizocarpon geographicum_last10yrs,-0.413115604,0.436941725,1287.921842
Rhizocarpon grande_last10yrs,-1.003867307,0.02841643,10.7091659
Rhizocarpon hochstetteri_last10yrs,-9.937316238,0.013860395,122.1443461
Rhizocarpon inarense_last10yrs,0.828720268,0.051636187,29.13354855
Rhizocarpon infernulum f. infernulum_last10yrs,-0.59799694,0.030983059,529.3952998
Rhizocarpon infernulum f. sylvaticum_last10yrs,0.319219638,0.046835231,73.57425175
Rhizocarpon intermediellum_last10yrs,-0.980235734,0.014925707,12.01196214
Rhizocarpon jemtlandicum_last10yrs,0.306700148,0.128606688,20.89778243
Rhizocarpon lavatum_last10yrs,0.150271038,0.160698823,267.301079
Rhizocarpon lecanorinum_last10yrs,-2.616735311,0.05004575,1061.878519
Rhizocarpon ochrolechiae_last10yrs,-0.515101197,0.029262886,41.27444899
Rhizocarpon oederi_last10yrs,-0.93575511,0.040147172,5755.158867
Rhizocarpon petraeum_last10yrs,-3.820012942,0.069550148,2109.075924
Rhizocarpon polycarpum_last10yrs,-2.049939428,0.053906263,112.0122631
Rhizocarpon postumum_last10yrs,2.195433128,0.012644574,10.20854227
Rhizocarpon reductum_last10yrs,-0.040800629,0.632301435,634.0949529
Rhizocarpon richardii_last10yrs,0.057103387,0.055789971,8422.871734
Rhizocarpon ridescens_last10yrs,2.406611781,0.026688842,24.43077516
Rhizocarpon simillimum_last10yrs,1.37658733,0.085953933,24.64226215
Rhizocarpon subgeminatum_last10yrs,1.099445799,0.030358017,60.13519476
Rhizocarpon sublavatum_last10yrs,0.274926001,0.160366807,36.70456397
Rhizocarpon umbilicatum_last10yrs,-2.339646073,0.048858892,70.86495245
Rhizocarpon viridiatrum_last10yrs,-2.783827493,0.01392825,4888.104962
Rhymbocarpus cruciatus_last10yrs,-0.088006717,0.025082698,25.75760767
Rhymbocarpus pubescens_last10yrs,-0.177620153,0.115622074,549.0514381
Rimularia badioatra_last10yrs,-1.781281874,0.023127149,130.1725762
Rimularia furvella_last10yrs,-4.346271452,0.040088102,21.25793367
Rimularia fuscosora_last10yrs,-0.069113148,0.059339855,12.21849834
Rimularia gyrizans_last10yrs,-1.118777772,0.012143868,55.35806392
Rimularia insularis_last10yrs,-1.035926841,0.11733763,119.9099772
Rimularia intercedens_last10yrs,-0.257956629,0.041419259,69.38416002
Rimularia limborina_last10yrs,-0.697198982,0.085425287,9.14862677
Rimularia mullensis_last10yrs,0.451023199,0.03849268,9.778825218
Rinodina aspersa_last10yrs,-0.598565231,0.023321372,10.94858731
Rinodina atrocinerea_last10yrs,0.632826644,0.060492404,118939.967
Rinodina beccariana_last10yrs,-5.613175189,0.007848247,52167.50717
Rinodina biloculata_last10yrs,3.095932833,0.028512095,20.10742576
Rinodina bischoffii_last10yrs,0.064951632,0.02771104,55.34818061
Rinodina calcarea_last10yrs,53.91996962,0.002542882,20373.67571
Rinodina colobinoides_last10yrs,-1.192960946,0.017146071,21.24090192
Rinodina confragosa_last10yrs,2.295928104,0.033434648,13.98825119
Rinodina conradii_last10yrs,2.332968034,0.013999398,14.00613398
Rinodina degeliana_last10yrs,-4.167803304,0.007916067,22.16689305
Rinodina efflorescens_last10yrs,-4.002172558,0.030745482,224.2596567
